trip_id,train_number,route_name,headsign,direction_id,service_id,service_date,stop_sequence,stop_name,stop_gtfs_id,stop_code,platform,scheduled_arrival,scheduled_departure,realtime_arrival,realtime_departure,arrival_delay,departure_delay,realtime_state,scheduled_arrival_time,scheduled_departure_time,realtime_arrival_time,realtime_departure_time,collection_timestamp,data_source,collector_version
1:32397533,37638 személyvonat,Sz 37610/37611/37613/37614/37615/37616/37617/37618/37619/37622/37623/37624/37625/37626/37627/37628/37638,Vésztő,,1:2477,2026-05-25,0,Békéscsaba,1:005518036_2PJB,,2/B,81840,81840,81900,81900,60,60,MODIFIED,22:44:00,22:44:00,22:45:00,22:45:00,2026-05-26T00:15:02.663948,mav_graphql_api,1.0
1:32397533,37638 személyvonat,Sz 37610/37611/37613/37614/37615/37616/37617/37618/37619/37622/37623/37624/37625/37626/37627/37628/37638,Vésztő,,1:2477,2026-05-25,1,Fényes,1:005518671_0,,,82320,82320,82320,82380,0,60,MODIFIED,22:52:00,22:52:00,22:52:00,22:53:00,2026-05-26T00:15:02.663948,mav_graphql_api,1.0
1:32397533,37638 személyvonat,Sz 37610/37611/37613/37614/37615/37616/37617/37618/37619/37622/37623/37624/37625/37626/37627/37628/37638,Vésztő,,1:2477,2026-05-25,2,Gyula,1:005518697_3,,3,82740,82800,82800,82800,60,0,MODIFIED,22:59:00,23:00:00,23:00:00,23:00:00,2026-05-26T00:15:02.663948,mav_graphql_api,1.0
1:32397533,37638 személyvonat,Sz 37610/37611/37613/37614/37615/37616/37617/37618/37619/37622/37623/37624/37625/37626/37627/37628/37638,Vésztő,,1:2477,2026-05-25,3,József Szanatórium,1:005518713_0,,,83340,83340,83400,83460,60,120,MODIFIED,23:09:00,23:09:00,23:10:00,23:11:00,2026-05-26T00:15:02.663948,mav_graphql_api,1.0
1:32397533,37638 személyvonat,Sz 37610/37611/37613/37614/37615/37616/37617/37618/37619/37622/37623/37624/37625/37626/37627/37628/37638,Vésztő,,1:2477,2026-05-25,4,Sarkadi Cukorgyár,1:005518721_0,,,83700,83700,83760,83820,60,120,MODIFIED,23:15:00,23:15:00,23:16:00,23:17:00,2026-05-26T00:15:02.663948,mav_graphql_api,1.0
1:32397533,37638 személyvonat,Sz 37610/37611/37613/37614/37615/37616/37617/37618/37619/37622/37623/37624/37625/37626/37627/37628/37638,Vésztő,,1:2477,2026-05-25,5,Sarkad,1:005518739_3,,3,83880,83940,83940,83940,60,0,MODIFIED,23:18:00,23:19:00,23:19:00,23:19:00,2026-05-26T00:15:02.663948,mav_graphql_api,1.0
1:32397533,37638 személyvonat,Sz 37610/37611/37613/37614/37615/37616/37617/37618/37619/37622/37623/37624/37625/37626/37627/37628/37638,Vésztő,,1:2477,2026-05-25,6,Kötegyán,1:005518747_4,,4,84360,84840,84420,84840,60,0,MODIFIED,23:26:00,23:34:00,23:27:00,23:34:00,2026-05-26T00:15:02.663948,mav_graphql_api,1.0
1:32397533,37638 személyvonat,Sz 37610/37611/37613/37614/37615/37616/37617/37618/37619/37622/37623/37624/37625/37626/37627/37628/37638,Vésztő,,1:2477,2026-05-25,7,Méhkerék,1:005518762_0,,,85140,85140,85080,85140,-60,0,MODIFIED,23:39:00,23:39:00,23:38:00,23:39:00,2026-05-26T00:15:02.663948,mav_graphql_api,1.0
1:32397533,37638 személyvonat,Sz 37610/37611/37613/37614/37615/37616/37617/37618/37619/37622/37623/37624/37625/37626/37627/37628/37638,Vésztő,,1:2477,2026-05-25,8,Sarkadkeresztúr,1:005518770_0,,,85680,85680,85620,85680,-60,0,MODIFIED,23:48:00,23:48:00,23:47:00,23:48:00,2026-05-26T00:15:02.663948,mav_graphql_api,1.0
1:32397533,37638 személyvonat,Sz 37610/37611/37613/37614/37615/37616/37617/37618/37619/37622/37623/37624/37625/37626/37627/37628/37638,Vésztő,,1:2477,2026-05-25,9,Okány,1:005518796_3,,3,86460,86520,86460,86520,0,0,MODIFIED,00:01:00,00:02:00,00:01:00,00:02:00,2026-05-26T00:15:02.663948,mav_graphql_api,1.0
