trip_id,train_number,route_name,headsign,direction_id,service_id,service_date,stop_sequence,stop_name,stop_gtfs_id,stop_code,platform,scheduled_arrival,scheduled_departure,realtime_arrival,realtime_departure,arrival_delay,departure_delay,realtime_state,scheduled_arrival_time,scheduled_departure_time,realtime_arrival_time,realtime_departure_time,collection_timestamp,data_source,collector_version
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2445,2026-05-07,0,Székesfehérvár,1:005503269_1,,1,15240,15240,15240,15240,0,0,MODIFIED,04:14:00,04:14:00,04:14:00,04:14:00,2026-05-08T00:08:22.318743,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2445,2026-05-07,1,Dinnyés,1:005503103_1,,1,15720,15720,15660,15720,-60,0,MODIFIED,04:22:00,04:22:00,04:21:00,04:22:00,2026-05-08T00:08:22.318743,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2445,2026-05-07,2,Agárd,1:005503244_1,,1,15840,15840,15840,15900,0,60,MODIFIED,04:24:00,04:24:00,04:24:00,04:25:00,2026-05-08T00:08:22.318743,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2445,2026-05-07,3,Gárdony,1:005503236_2,,2,15960,16020,16020,16080,60,60,MODIFIED,04:26:00,04:27:00,04:27:00,04:28:00,2026-05-08T00:08:22.318743,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2445,2026-05-07,4,Velencefürdő,1:005503228_1,,1,16140,16140,16140,16200,0,60,MODIFIED,04:29:00,04:29:00,04:29:00,04:30:00,2026-05-08T00:08:22.318743,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2445,2026-05-07,5,Velence,1:005503210_1,,1,16260,16260,16260,16320,0,60,MODIFIED,04:31:00,04:31:00,04:31:00,04:32:00,2026-05-08T00:08:22.318743,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2445,2026-05-07,6,Kápolnásnyék,1:005503202_3,,3,16380,16440,16440,16500,60,60,MODIFIED,04:33:00,04:34:00,04:34:00,04:35:00,2026-05-08T00:08:22.318743,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2445,2026-05-07,7,Pettend,1:005503194_1,,1,16560,16620,16620,16620,60,0,MODIFIED,04:36:00,04:37:00,04:37:00,04:37:00,2026-05-08T00:08:22.318743,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2445,2026-05-07,8,Baracska,1:005503186_1,,1,16800,16860,16800,16860,0,0,MODIFIED,04:40:00,04:41:00,04:40:00,04:41:00,2026-05-08T00:08:22.318743,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2445,2026-05-07,9,Martonvásár,1:005503178_2,,2,16980,17040,16980,17040,0,0,MODIFIED,04:43:00,04:44:00,04:43:00,04:44:00,2026-05-08T00:08:22.318743,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2445,2026-05-07,10,Tárnok,1:005503160_1,,1,17340,17400,17340,17400,0,0,MODIFIED,04:49:00,04:50:00,04:49:00,04:50:00,2026-05-08T00:08:22.318743,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2445,2026-05-07,11,Érd felső,1:005505819_1,,1,17640,17640,17580,17640,-60,0,MODIFIED,04:54:00,04:54:00,04:53:00,04:54:00,2026-05-08T00:08:22.318743,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2445,2026-05-07,12,Érdliget,1:005505801_1,,1,17700,17700,17700,17760,0,60,MODIFIED,04:55:00,04:55:00,04:55:00,04:56:00,2026-05-08T00:08:22.318743,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2445,2026-05-07,13,Barosstelep,1:005547399_1,,1,17940,17940,17940,17940,0,0,MODIFIED,04:59:00,04:59:00,04:59:00,04:59:00,2026-05-08T00:08:22.318743,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2445,2026-05-07,14,Budatétény,1:005540543_1,,1,18060,18060,18060,18060,0,0,MODIFIED,05:01:00,05:01:00,05:01:00,05:01:00,2026-05-08T00:08:22.318743,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2445,2026-05-07,15,Budafok,1:005503129_2,,2,18240,18240,18240,18300,0,60,MODIFIED,05:04:00,05:04:00,05:04:00,05:05:00,2026-05-08T00:08:22.318743,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2445,2026-05-07,16,Budapest-Kelenföld,1:005501024_7,,7,18720,18900,18540,18900,-180,0,MODIFIED,05:12:00,05:15:00,05:09:00,05:15:00,2026-05-08T00:08:22.318743,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2445,2026-05-07,17,Ferencváros,1:005510025_4,,4,19320,19380,19440,19440,120,60,MODIFIED,05:22:00,05:23:00,05:24:00,05:24:00,2026-05-08T00:08:22.318743,mav_graphql_api,1.0
1:31287835,3519 személyvonat,G43,Kőbánya-Kispest,,1:2445,2026-05-07,18,Kőbánya-Kispest,1:005510173_8,,8,19860,19860,19920,19920,60,60,MODIFIED,05:31:00,05:31:00,05:32:00,05:32:00,2026-05-08T00:08:22.318743,mav_graphql_api,1.0
